id,submitdate,lastpage,startlanguage,startdate,datestamp,Country,Country[other],Discipline[A2],Discipline[A3],Discipline[A4],Discipline[A6],Discipline[A1],Discipline[A5],Discipline[other],Gender,CareerStatus,CareerStatus[other],Institution,Institution[other],NPublishedCor,PDepositedCor,CorSomeComparison[A1],CorSomeComparison[A2],CorSomeComparison[A3],CorSomeComparison[A4],CorSomeComparison[A5],CorSomeComparison[A6],CorSomeDeposited[A1],CorSomeDeposited[A2],CorSomeDeposited[A3],CorSomeDeposited[A4],CorSomeDeposited[A5],CorSomeDeposited[A6],CorSomeDeposited[A7],CorSomeDeposited[A8],CorSomeDeposited[A9],CorSomeDeposited[A10],CorSomeDeposited[A11],CorSomeDeposited[A12],CorSomeDeposited[A13],CorAllDeposited[A1],CorAllDeposited[A2],CorAllDeposited[A3],CorAllDeposited[A4],CorAllDeposited[A5],CorAllDeposited[A6],CorAllDeposited[A7],CorAllDeposited[A8],CorAllDeposited[A9],CorAllDeposited[A10],CorAllDeposited[A11],CorAllDeposited[A12],CorAllDeposited[A13],CorSomeNotDeposited[A1],CorSomeNotDeposited[A2],CorSomeNotDeposited[A3],CorSomeNotDeposited[A4],CorSomeNotDeposited[A5],CorSomeNotDeposited[A6],CorSomeNotDeposited[A7],CorSomeNotDeposited[A8],CorSomeNotDeposited[A9],CorNoneNotDeposited[A1],CorNoneNotDeposited[A2],CorNoneNotDeposited[A3],CorNoneNotDeposited[A4],CorNoneNotDeposited[A5],CorNoneNotDeposited[A6],CorNoneNotDeposited[A7],CorNoneNotDeposited[A8],CorNoneNotDeposited[A9],interviewtime,groupTime1264,CountryTime,DisciplineTime,GenderTime,CareerStatusTime,InstitutionTime,groupTime1262,NPublishedCorTime,PDepositedCorTime,groupTime1263,CorSomeComparisonTime,CorComparisonFreeTime,CorSomeDepositedTime,CorAllDepositedTime,CorDepositedFreeTime,CorSomeNotDepositedTime,CorNoneNotDepositedTime,CorNotDepositedFreeTime,groupTime1265,FeedbackSurveyTime,FollowUpParticipantTime,FollowUpEmailTime
377,2020-12-17 17:16:22,4.0,en,2020-12-17 17:13:11,2020-12-17 17:16:22,United States of America,,No,Yes,No,No,No,No,,Female,Other,Academic coordinator,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,194.62,27.8,,,,,,21.98,,,139.99,,,,,,,,,4.85,,,
379,,,en,2020-12-17 17:37:47,2020-12-17 17:37:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
380,,0.0,en,2020-12-17 17:41:53,2020-12-17 17:42:14,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.65,21.65,,,,,,,,,,,,,,,,,,,,,
381,,,en,2020-12-17 17:55:28,2020-12-17 17:55:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
382,2020-12-17 18:01:27,4.0,en,2020-12-17 17:57:43,2020-12-17 18:01:27,Germany,,No,No,No,No,No,No,Atmosphere ,Male,Postdoctoral researcher,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Neutral,Disagree,Neutral,226.36,34.5,,,,,,28.95,,,148.48,,,,,,,,,14.43,,,
383,,2.0,en,2020-12-17 17:59:39,2020-12-17 18:01:04,Hungary,,No,No,No,No,No,No,Engineering,Male,Assistant Professor,,University,,6-10,Some of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.63,60.14,,,,,,25.49,,,,,,,,,,,,,,,
384,,2.0,en,2020-12-17 18:07:55,2020-12-17 18:10:13,Brazil,,No,No,No,No,No,Yes,,Female,Prefer not to say,,Non-university research institution,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.77,88.51,,,,,,50.26,,,,,,,,,,,,,,,
385,2020-12-17 18:11:15,4.0,en,2020-12-17 18:07:58,2020-12-17 18:11:15,Denmark,,No,No,No,Yes,No,No,,Male,Postdoctoral researcher,,University,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,198.12,42.97,,,,,,55.51,,,61.12,,,,,,,,,38.52,,,
386,2020-12-17 18:13:04,4.0,en,2020-12-17 18:09:16,2020-12-17 18:13:04,India,,No,No,No,No,No,No,Fisheries science,Male,Assistant Professor,,Non-university research institution,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,230.03,51.16,,,,,,21.8,,,104.67,,,,,,,,,52.4,,,
387,2020-12-17 18:17:11,4.0,en,2020-12-17 18:09:43,2020-12-17 18:17:11,Hungary,,No,No,No,Yes,No,No,Paleoclimatology,Male,Associate Professor,,Non-university research institution,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Disagree,Agree,Strongly disagree,Neutral,Neutral,Disagree,Disagree,450.35,66.62,,,,,,58.46,,,288.43,,,,,,,,,36.84,,,
388,,0.0,en,2020-12-17 18:14:19,2020-12-17 18:16:13,Russian Federation,,Yes,No,No,No,No,No,,,Professor,,Other,Scientific Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.78,114.78,,,,,,,,,,,,,,,,,,,,,
389,2020-12-17 18:21:39,4.0,en,2020-12-17 18:17:00,2020-12-17 18:21:39,France,,No,No,No,Yes,No,No,,Male,Postdoctoral researcher,,University,,1-2,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly disagree,Agree,Neutral,Neutral,Neutral,Agree,Strongly disagree,,,,,,,,,,,,,,,,,,,281.13,37.92,,,,,,39.98,,,168.61,,,,,,,,,34.62,,,
390,2020-12-17 18:23:34,4.0,en,2020-12-17 18:18:45,2020-12-17 18:23:34,United States of America,,No,Yes,No,Yes,No,No,,Male,Professor,,Non-university research institution,,11-20,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Strongly agree,Neutral,Agree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,,,,,,,,,,292.6,54.97,,,,,,24.83,,,196.81,,,,,,,,,15.99,,,
391,,1.0,en,2020-12-17 18:30:08,2020-12-17 18:31:55,Iraq,,No,No,No,No,No,No,Water resources ,Female,Assistant Professor,,University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.48,107.48,,,,,,,,,,,,,,,,,,,,,
392,,,en,2020-12-17 18:33:53,2020-12-17 18:33:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
393,2020-12-17 18:42:12,4.0,en,2020-12-17 18:37:51,2020-12-17 18:42:12,Italy,,No,No,Yes,No,No,No,,Male,Postdoctoral researcher,,Non-university research institution,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,263.25,42.27,,,,,,29.76,,,127.32,,,,,,,,,63.9,,,
394,2020-12-17 19:04:14,4.0,en,2020-12-17 19:01:24,2020-12-17 19:04:14,Estonia,,No,No,No,No,Yes,No,,Male,Postdoctoral researcher,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neutral,172.48,39.39,,,,,,27.83,,,88.64,,,,,,,,,16.62,,,
396,,,en,2020-12-17 19:33:29,2020-12-17 19:33:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
397,2020-12-17 19:44:37,4.0,en,2020-12-17 19:33:46,2020-12-17 19:44:37,Belgium,,No,No,No,No,No,No,Hydraulic steel structure,Male,PhD student,,University,,1-2,Some of these articles were also deposited as preprints*,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,,,,,,,,,,652.29,85.35,,,,,,60.23,,,460.5,,,,,,,,,46.21,,,
398,2020-12-17 19:53:24,4.0,en,2020-12-17 19:51:08,2020-12-17 19:53:24,United States of America,,Yes,No,No,No,No,No,,Female,PhD student,,University,,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,138.29,33.51,,,,,,16.63,,,62.82,,,,,,,,,25.33,,,
399,,2.0,en,2020-12-17 19:59:23,2020-12-17 20:04:20,Iran (Islamic Republic of),,No,No,No,No,No,No,environmental engineering,Male,Business or industry professional,,Non-university research institution,,6-10,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.31,118.17,,,,,,169.63,,,10.51,,,,,,,,,,,,
400,,2.0,en,2020-12-17 19:59:59,2020-12-17 20:02:51,Syrian Arab Republic,,No,Yes,No,No,No,No,,Male,PhD student,,University,,11-20,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.17,81.16,,,,,,91.01,,,,,,,,,,,,,,,
401,2020-12-17 20:15:20,4.0,en,2020-12-17 20:11:53,2020-12-17 20:15:20,United States of America,,No,No,No,No,No,No,Space Physics,Male,Postdoctoral researcher,,University,,3-5,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,209.01,57.03,,,,,,36.81,,,93.96,,,,,,,,,21.21,,,
402,2020-12-17 20:23:52,4.0,en,2020-12-17 20:13:16,2020-12-17 20:23:52,Algeria,,No,No,No,No,No,No,Ecology and environment ,Male,Postdoctoral researcher,,University,,1-2,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,404.76,117.19,,,,,,102.25,,,125.0,,,,,,,,,60.32,,,
403,,2.0,en,2020-12-17 20:14:58,2020-12-17 20:16:53,United States of America,,No,No,No,Yes,No,No,,Male,Postdoctoral researcher,,University,,3-5,Some of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.72,54.56,,,,,,53.67,,,8.49,,,,,,,,,,,,
404,2020-12-17 20:23:38,4.0,en,2020-12-17 20:16:28,2020-12-17 20:23:38,Iraq,,No,No,No,No,No,No,Chemical Engineering,Male,Professor,,University,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,431.49,89.7,,,,,,46.93,,,131.45,,,,,,,,,163.41,,,
405,2020-12-17 20:40:10,4.0,en,2020-12-17 20:36:01,2020-12-17 20:40:10,Rwanda,,No,No,No,No,No,No,Aquatic Ecology,Male,Other,Lecturer,University,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,251.54,84.73,,,,,,72.8,,,78.87,,,,,,,,,15.14,,,
406,,1.0,en,2020-12-17 21:25:41,2020-12-17 21:26:28,United States of America,,No,No,No,No,No,No,Freshwater ecology ,Prefer not to say,Professor,,University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.15,47.15,,,,,,,,,,,,,,,,,,,,,
407,,2.0,en,2020-12-17 21:33:17,2020-12-17 21:34:38,Russian Federation,,No,No,No,Yes,Yes,No,,Female,Postdoctoral researcher,,Non-university research institution,,11-20,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.73,44.31,,,,,,37.42,,,,,,,,,,,,,,,
408,2020-12-17 21:58:06,4.0,en,2020-12-17 21:49:02,2020-12-17 21:58:06,China,,No,No,No,No,No,No,Ocean Engineering,Male,Professor,,University,,21+,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,,,,,,,,,,,,,,Agree,Neutral,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Agree,Neutral,,,,,,,,,,546.37,65.74,,,,,,33.58,,,430.34,,,,,,,,,16.71,,,
409,2020-12-17 22:09:19,4.0,en,2020-12-17 21:51:41,2020-12-17 22:09:19,Brazil,,No,No,No,No,No,No,Space Physics,Female,Postdoctoral researcher,,Other,Institute of Research,11-20,Some of these articles were also deposited as preprints*,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Neutral,,,,,,,,,,1059.52,126.29,,,,,,227.13,,,653.76,,,,,,,,,52.34,,,
410,2020-12-17 22:10:57,4.0,en,2020-12-17 22:08:33,2020-12-17 22:10:57,New Zealand,,No,Yes,No,Yes,Yes,No,,Female,Assistant Professor,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,147.1,21.87,,,,,,26.87,,,91.68,,,,,,,,,6.68,,,
411,2020-12-17 22:47:17,4.0,en,2020-12-17 22:42:28,2020-12-17 22:47:17,Tunisia,,No,No,No,No,No,No,Nanochemistry,Male,Professor,,University,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,291.12,77.66,,,,,,63.45,,,130.05,,,,,,,,,19.96,,,
412,2020-12-17 23:28:04,4.0,en,2020-12-17 23:02:02,2020-12-17 23:28:04,Brazil,,No,No,No,No,No,No,Production Engineering,Male,Associate Professor,,University,,3-5,Some of these articles were also deposited as preprints*,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,,,,,,,,,,1563.13,266.11,,,,,,104.33,,,1124.85,,,,,,,,,67.84,,,
413,2020-12-17 23:15:12,4.0,en,2020-12-17 23:02:43,2020-12-17 23:15:11,Italy,,No,No,No,No,No,No,Geomorphology,Female,Assistant Professor,,University,,11-20,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Strongly agree,,,,,,,,,,,,,,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Agree,,,,,,,,,,749.73,74.21,,,,,,58.37,,,572.15,,,,,,,,,45.0,,,
414,,2.0,en,2020-12-17 23:18:56,2020-12-17 23:24:47,Germany,,No,Yes,No,No,No,No,,Female,Postdoctoral researcher,,University,,6-10,Some of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.35,21.64,,,,,,330.71,,,,,,,,,,,,,,,
415,2020-12-18 00:14:42,4.0,en,2020-12-18 00:08:37,2020-12-18 00:14:42,Canada,,No,No,No,No,Yes,No,,Male,Postdoctoral researcher,,Non-university research institution,,11-20,Some of these articles were also deposited as preprints*,Disagree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,366.78,54.7,,,,,,52.16,,,253.0,,,,,,,,,6.92,,,
416,2020-12-18 00:30:03,4.0,en,2020-12-18 00:27:21,2020-12-18 00:30:03,China,,No,No,No,No,No,No,Applied mathematics,Male,Associate Professor,,University,,21+,Some of these articles were also deposited as preprints*,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly disagree,,,,,,,,,,164.73,60.53,,,,,,30.62,,,66.87,,,,,,,,,6.71,,,
417,2020-12-18 01:17:05,4.0,en,2020-12-18 01:12:54,2020-12-18 01:17:05,China,,No,No,Yes,No,No,No,,Male,Professor,,University,,11-20,Some of these articles were also deposited as preprints*,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,251.32,45.41,,,,,,46.41,,,136.49,,,,,,,,,23.01,,,
418,2020-12-18 01:43:44,4.0,en,2020-12-18 01:27:42,2020-12-18 01:43:44,China,,No,No,No,No,No,No,geophysics,Female,Associate Professor,,Non-university research institution,,3-5,Some of these articles were also deposited as preprints*,Agree,Agree,Neutral,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Strongly agree,Disagree,,,,,,,,,,965.23,54.49,,,,,,65.84,,,796.96,,,,,,,,,47.94,,,
419,,,en,2020-12-18 01:54:05,2020-12-18 01:54:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
420,2020-12-18 02:10:29,4.0,en,2020-12-18 01:59:55,2020-12-18 02:10:29,Mexico,,No,Yes,No,No,No,No,,Male,Professor,,University,,21+,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Disagree,,,,,,,,,,636.24,33.84,,,,,,27.36,,,549.36,,,,,,,,,25.68,,,
421,2020-12-18 02:16:47,4.0,en,2020-12-18 02:13:37,2020-12-18 02:16:47,China,,No,No,Yes,No,No,No,,Male,Assistant Professor,,University,,21+,Some of these articles were also deposited as preprints*,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,,,,,,,,,,,,,,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,,,,,,,,,,192.15,33.4,,,,,,35.71,,,120.22,,,,,,,,,2.82,,,
422,2020-12-18 03:29:38,4.0,en,2020-12-18 03:20:47,2020-12-18 03:29:38,Australia,,No,Yes,No,No,No,No,,Female,Postdoctoral researcher,,University,,11-20,Some of these articles were also deposited as preprints*,Neutral,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,,,,,,,,,,,,,,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Neutral,Disagree,Disagree,Disagree,,,,,,,,,,532.76,27.91,,,,,,16.15,,,464.02,,,,,,,,,24.68,,,
423,2020-12-18 03:47:33,4.0,en,2020-12-18 03:38:22,2020-12-18 03:47:33,Mexico,,No,Yes,No,No,No,No,,Male,Professor,,Non-university research institution,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Disagree,Agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Agree,553.93,52.65,,,,,,76.1,,,420.13,,,,,,,,,5.05,,,
424,2020-12-18 03:53:18,4.0,en,2020-12-18 03:47:06,2020-12-18 03:53:18,China,,No,No,No,No,No,No,Ocean Engineering,Male,PhD student,,Non-university research institution,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,373.88,107.47,,,,,,33.34,,,186.43,,,,,,,,,46.64,,,
425,2020-12-18 04:27:10,4.0,en,2020-12-18 04:22:48,2020-12-18 04:27:10,China,,No,No,No,No,No,No,Marine Meteorology,Male,Assistant Professor,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,263.34,111.64,,,,,,30.21,,,93.2,,,,,,,,,28.29,,,
426,2020-12-18 04:49:02,4.0,en,2020-12-18 04:44:51,2020-12-18 04:49:02,Australia,,No,No,No,No,No,No,Geotechnology,Male,PhD student,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly agree,Neutral,Neutral,253.96,76.96,,,,,,73.42,,,85.87,,,,,,,,,17.71,,,
427,2020-12-18 05:08:42,4.0,en,2020-12-18 04:49:40,2020-12-18 05:08:42,China,,No,Yes,No,No,No,No,,Male,Associate Professor,,University,,6-10,Some of these articles were also deposited as preprints*,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,,,,,,,,,,,,,,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Agree,,,,,,,,,,1142.9,209.08,,,,,,164.33,,,764.98,,,,,,,,,4.51,,,
428,2020-12-18 05:04:34,4.0,en,2020-12-18 04:59:58,2020-12-18 05:04:34,India,,No,No,No,No,Yes,No,,Male,Assistant Professor,,Non-university research institution,,3-5,Some of these articles were also deposited as preprints*,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,,,,,,,,,,278.34,36.44,,,,,,30.98,,,168.79,,,,,,,,,42.13,,,
429,,2.0,en,2020-12-18 05:13:21,2020-12-18 05:14:28,India,,No,No,No,No,Yes,No,,Male,Other,,Non-university research institution,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.66,42.01,,,,,,25.65,,,,,,,,,,,,,,,
430,2020-12-18 05:58:53,4.0,en,2020-12-18 05:55:41,2020-12-18 05:58:53,Saudi Arabia,,No,No,No,No,No,No,waste water treatment,Male,Associate Professor,,University,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.67,109.89,,,,,,15.16,,,,,,,,,,,,68.62,,,
431,2020-12-18 06:43:50,4.0,en,2020-12-18 06:39:23,2020-12-18 06:43:50,Thailand,,No,No,No,No,No,No,Earth Sciences,Male,PhD student,,University,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,269.62,106.38,,,,,,25.61,,,100.73,,,,,,,,,36.9,,,
432,,2.0,en,2020-12-18 07:14:53,2020-12-18 07:19:43,India,,No,No,No,No,No,No,Ecology & Biodiversity,Male,Associate Professor,,Other,Degree College,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.05,227.31,,,,,,63.74,,,,,,,,,,,,,,,
433,2020-12-18 07:30:31,4.0,en,2020-12-18 07:18:52,2020-12-18 07:30:31,India,,No,Yes,No,No,No,No,,Male,Postdoctoral researcher,,Non-university research institution,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,699.61,49.01,,,,,,425.99,,,181.36,,,,,,,,,43.25,,,
