id,submitdate,lastpage,startlanguage,startdate,datestamp,Country,Country[other],Discipline[A3],Discipline[A2],Discipline[A4],Discipline[A1],Discipline[A5],Discipline[other],Gender,CareerStatus,CareerStatus[other],Institution,Institution[other],NPublishedCor,PDepositedCor,CorSomeComparison[A1],CorSomeComparison[A2],CorSomeComparison[A3],CorSomeComparison[A4],CorSomeComparison[A5],CorSomeComparison[A6],CorSomeDeposited[A1],CorSomeDeposited[A2],CorSomeDeposited[A3],CorSomeDeposited[A4],CorSomeDeposited[A5],CorSomeDeposited[A6],CorSomeDeposited[A7],CorSomeDeposited[A8],CorSomeDeposited[A9],CorSomeDeposited[A10],CorSomeDeposited[A11],CorSomeDeposited[A12],CorSomeDeposited[A13],CorAllDeposited[A1],CorAllDeposited[A2],CorAllDeposited[A3],CorAllDeposited[A4],CorAllDeposited[A5],CorAllDeposited[A6],CorAllDeposited[A7],CorAllDeposited[A8],CorAllDeposited[A9],CorAllDeposited[A10],CorAllDeposited[A11],CorAllDeposited[A12],CorAllDeposited[A13],CorSomeNotDeposited[A1],CorSomeNotDeposited[A2],CorSomeNotDeposited[A3],CorSomeNotDeposited[A4],CorSomeNotDeposited[A5],CorSomeNotDeposited[A6],CorSomeNotDeposited[A7],CorSomeNotDeposited[A8],CorSomeNotDeposited[A9],CorNoneNotDeposited[A1],CorNoneNotDeposited[A2],CorNoneNotDeposited[A3],CorNoneNotDeposited[A4],CorNoneNotDeposited[A5],CorNoneNotDeposited[A6],CorNoneNotDeposited[A7],CorNoneNotDeposited[A8],CorNoneNotDeposited[A9],interviewtime,groupTime1260,CountryTime,DisciplineTime,GenderTime,CareerStatusTime,InstitutionTime,groupTime1258,NPublishedCorTime,PDepositedCorTime,groupTime1259,CorSomeComparisonTime,CorComparisonFreeTime,CorSomeDepositedTime,CorAllDepositedTime,CorDepositedFreeTime,CorSomeNotDepositedTime,CorNoneNotDepositedTime,CorNotDepositedFreeTime,groupTime1261,FeedbackSurveyTime,FollowUpParticipantTime,FollowUpEmailTime
694,2020-12-17 13:59:47,4.0,en,2020-12-17 13:57:40,2020-12-17 13:59:47,Turkey,,No,No,No,No,No,HEOR,Male,Postdoctoral researcher,,Non-university research institution,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Neutral,Strongly disagree,Strongly disagree,Agree,Agree,Neutral,128.82,34.31,,,,,,20.67,,,56.46,,,,,,,,,17.38,,,
695,,,en,2020-12-17 13:58:10,2020-12-17 13:58:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
696,2020-12-17 14:05:05,4.0,en,2020-12-17 13:58:34,2020-12-17 14:05:05,Algeria,,No,No,No,No,No,Agricultural Economics,Male,Associate Professor,,University,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Disagree,Strongly disagree,Neutral,Agree,Neutral,Neutral,392.32,87.15,,,,,,28.52,,,122.46,,,,,,,,,154.19,,,
697,2020-12-17 14:08:43,4.0,en,2020-12-17 14:00:53,2020-12-17 14:08:43,Uganda,,No,Yes,No,No,No,,Female,Assistant Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,471.25,58.36,,,,,,26.15,,,342.25,,,,,,,,,44.49,,,
698,2020-12-17 14:04:31,4.0,en,2020-12-17 14:01:48,2020-12-17 14:04:31,Italy,,No,No,No,No,No,Law,Male,Professor,,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Neutral,Agree,Neutral,Strongly disagree,163.72,37.49,,,,,,29.22,,,82.0,,,,,,,,,15.01,,,
699,2020-12-17 14:06:04,4.0,en,2020-12-17 14:01:56,2020-12-17 14:06:04,Turkey,,Yes,Yes,Yes,No,No,,Male,Associate Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,,,,,,,,,,,,,,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,,,,,,,,,,249.69,22.78,,,,,,29.15,,,176.03,,,,,,,,,21.73,,,
700,2020-12-17 14:06:48,4.0,en,2020-12-17 14:01:58,2020-12-17 14:06:48,Italy,,No,No,No,No,No,Statistics,Male,Other,Senior researcher,Non-university research institution,,3-5,Some of these articles were also deposited as working paper*,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,,,,,,,,,,291.32,61.29,,,,,,18.52,,,201.97,,,,,,,,,9.54,,,
701,2020-12-17 14:07:12,4.0,en,2020-12-17 14:02:35,2020-12-17 14:07:12,Norway,,Yes,Yes,No,No,No,,Female,Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,,,,,,,,,,,,,,,,,,,278.84,76.66,,,,,,82.74,,,91.0,,,,,,,,,28.44,,,
702,2020-12-17 14:09:57,4.0,en,2020-12-17 14:03:26,2020-12-17 14:09:57,Italy,,Yes,No,No,No,No,,Male,Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Neutral,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,,,,,,,,,,,,,,Strongly disagree,Disagree,Strongly disagree,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,,,,,,,,,,392.45,40.64,,,,,,31.25,,,284.23,,,,,,,,,36.33,,,
703,2020-12-17 14:12:26,4.0,en,2020-12-17 14:07:41,2020-12-17 14:12:26,Malaysia,,Yes,No,No,No,No,,Male,Associate Professor,,Non-university research institution,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,287.45,96.4,,,,,,68.78,,,91.78,,,,,,,,,30.49,,,
704,2020-12-17 14:22:55,4.0,en,2020-12-17 14:07:56,2020-12-17 14:22:55,France,,Yes,No,No,No,No,,Male,Associate Professor,,Non-university research institution,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Disagree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Disagree,,,,,,,,,,,,,,,,,,,901.45,97.87,,,,,,98.78,,,587.14,,,,,,,,,117.66,,,
705,2020-12-17 14:10:54,4.0,en,2020-12-17 14:08:04,2020-12-17 14:10:54,Italy,,No,Yes,No,No,No,,Male,Assistant Professor,,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,172.53,48.87,,,,,,28.68,,,80.56,,,,,,,,,14.42,,,
706,,,en,2020-12-17 14:09:19,2020-12-17 14:09:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
707,2020-12-17 14:16:21,4.0,en,2020-12-17 14:09:58,2020-12-17 14:16:21,India,,No,No,Yes,No,No,,Male,Associate Professor,,Other,IIM,11-20,Some of these articles were also deposited as working paper*,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Disagree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,384.85,65.64,,,,,,23.7,,,269.05,,,,,,,,,26.46,,,
708,2020-12-17 14:11:25,4.0,en,2020-12-17 14:10:07,2020-12-17 14:11:25,United States of America,,No,Yes,No,No,No,,Female,Professor,,University,,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,79.45,28.32,,,,,,10.22,,,34.54,,,,,,,,,6.37,,,
709,2020-12-17 14:14:47,4.0,en,2020-12-17 14:10:16,2020-12-17 14:14:47,Spain,,Yes,No,No,No,No,,Male,Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Agree,Neutral,Agree,Strongly agree,Neutral,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,272.63,52.86,,,,,,29.16,,,181.54,,,,,,,,,9.07,,,
710,2020-12-17 14:14:41,4.0,en,2020-12-17 14:10:17,2020-12-17 14:14:41,India,,No,No,No,No,No,sociology,Male,Assistant Professor,,Non-university research institution,,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,266.0,43.67,,,,,,34.36,,,154.38,,,,,,,,,33.59,,,
711,2020-12-17 14:15:25,4.0,en,2020-12-17 14:10:26,2020-12-17 14:15:25,Belgium,,Yes,No,No,No,No,,Male,Assistant Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,,,,,,,,,,,,,,Strongly disagree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,,,,,,,,,,300.5,26.44,,,,,,39.5,,,226.25,,,,,,,,,8.31,,,
712,,2.0,en,2020-12-17 14:10:51,2020-12-17 14:12:09,India,,No,No,No,No,No,Engineering,Male,PhD student,,University,,21+,Some of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4,51.5,,,,,,27.9,,,,,,,,,,,,,,,
713,2020-12-17 14:12:19,4.0,en,2020-12-17 14:11:08,2020-12-17 14:12:19,Turkey,,Yes,No,Yes,No,No,,Male,Professor,,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,72.38,20.64,,,,,,13.03,,,26.21,,,,,,,,,12.5,,,
714,2020-12-17 14:17:24,4.0,en,2020-12-17 14:11:55,2020-12-17 14:17:24,Tunisia,,No,No,No,No,No,Biology,Male,Postdoctoral researcher,,University,,21+,Some of these articles were also deposited as working paper*,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Neutral,Agree,Neutral,Agree,Neutral,Strongly disagree,Strongly disagree,Neutral,Neutral,,,,,,,,,,331.45,55.88,,,,,,34.05,,,224.57,,,,,,,,,16.95,,,
715,2020-12-17 14:20:54,4.0,en,2020-12-17 14:18:07,2020-12-17 14:20:54,the United Kingdom of Great Britain and Northern Ireland,,Yes,No,No,No,No,,Male,Professor,,University,,21+,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,,,,,,,,,,,,,,,,,,,169.46,36.6,,,,,,19.41,,,103.73,,,,,,,,,9.72,,,
716,2020-12-17 14:24:50,4.0,en,2020-12-17 14:18:18,2020-12-17 14:24:50,Nigeria,,No,Yes,No,No,No,,Male,Prefer not to say,,University,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,393.86,117.65,,,,,,55.43,,,130.24,,,,,,,,,90.54,,,
717,2020-12-17 14:26:42,4.0,en,2020-12-17 14:18:28,2020-12-17 14:26:42,Chile,,No,No,No,Yes,No,,Male,Associate Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Strongly disagree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Agree,Strongly disagree,,,,,,,,,,495.26,74.88,,,,,,46.65,,,344.61,,,,,,,,,29.12,,,
718,2020-12-17 14:28:16,4.0,en,2020-12-17 14:22:58,2020-12-17 14:28:16,Indonesia,,No,Yes,No,No,No,,Male,Assistant Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,319.14,70.42,,,,,,46.38,,,194.07,,,,,,,,,8.27,,,
719,,,en,2020-12-17 14:23:18,2020-12-17 14:23:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
720,2020-12-17 14:33:07,4.0,en,2020-12-17 14:23:39,2020-12-17 14:33:07,Argentina,,Yes,No,No,No,No,,Female,Associate Professor,,Non-university research institution,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly disagree,Strongly disagree,571.94,66.82,,,,,,193.25,,,297.1,,,,,,,,,14.77,,,
721,2020-12-17 14:31:03,4.0,en,2020-12-17 14:25:34,2020-12-17 14:31:03,Sweden,,Yes,No,No,No,No,,Female,Associate Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Neutral,Disagree,,,,,,,,,,,,,,Strongly disagree,Neutral,Disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,330.9,46.26,,,,,,63.36,,,196.82,,,,,,,,,24.46,,,
722,2020-12-17 14:32:45,4.0,en,2020-12-17 14:30:08,2020-12-17 14:32:45,Malaysia,,No,No,Yes,No,No,,Female,Prefer not to say,,Business or industry,,1-2,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,157.97,32.04,,,,,,20.99,,,66.56,,,,,,,,,38.38,,,
723,2020-12-17 14:42:24,4.0,en,2020-12-17 14:32:21,2020-12-17 14:42:24,Italy,,Yes,No,No,No,No,Public choice,Male,Associate Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Neutral,Agree,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Neutral,Disagree,Strongly disagree,,,,,,,,,,,,,,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,604.71,101.25,,,,,,38.42,,,425.3,,,,,,,,,39.74,,,
724,2020-12-17 14:42:09,4.0,en,2020-12-17 14:33:14,2020-12-17 14:42:09,Luxembourg,,Yes,No,No,No,No,,Male,Postdoctoral researcher,,Non-university research institution,,6-10,Some of these articles were also deposited as working paper*,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Strongly agree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly agree,Neutral,,,,,,,,,,,,,,Agree,Disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,,,,,,,,,536.91,55.66,,,,,,22.33,,,434.71,,,,,,,,,24.21,,,
725,,,en,2020-12-17 14:37:36,2020-12-17 14:37:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
726,2020-12-17 14:42:57,4.0,en,2020-12-17 14:38:09,2020-12-17 14:42:57,Chile,,Yes,No,No,Yes,No,"Labour economics, Social security,  environmental economics, education economics",Male,Other,Researcher,Other,Multilateral organization,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,,,,,,,,,,290.25,54.68,,,,,,71.69,,,154.46,,,,,,,,,9.42,,,
727,,,en,2020-12-17 14:38:16,2020-12-17 14:38:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
728,2020-12-17 14:50:49,4.0,en,2020-12-17 14:46:27,2020-12-17 14:50:49,Congo,,No,No,Yes,No,No,accounting,Male,Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,263.28,71.44,,,,,,54.43,,,108.33,,,,,,,,,29.08,,,
729,2020-12-17 14:54:47,4.0,en,2020-12-17 14:49:06,2020-12-17 14:54:47,Ukraine,,No,Yes,No,No,No,,Female,Associate Professor,,University,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,341.98,64.87,,,,,,46.96,,,212.95,,,,,,,,,17.2,,,
730,2020-12-17 15:05:29,4.0,en,2020-12-17 14:50:53,2020-12-17 15:05:29,South Africa,,Yes,No,No,Yes,No,,Male,Associate Professor,,University,,21+,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Disagree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,,,877.61,769.64,,,,,,19.41,,,67.38,,,,,,,,,21.18,,,
731,2020-12-17 15:04:00,4.0,en,2020-12-17 14:56:45,2020-12-17 15:04:00,Nigeria,,No,No,No,No,No,Management,Male,Assistant Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,436.84,98.45,,,,,,86.76,,,166.06,,,,,,,,,85.57,,,
732,2020-12-17 15:06:10,4.0,en,2020-12-17 15:00:50,2020-12-17 15:06:10,France,,No,No,No,No,No,Environmental economics,Male,Postdoctoral researcher,,Non-university research institution,,6-10,Some of these articles were also deposited as working paper*,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,323.21,51.82,,,,,,30.77,,,207.51,,,,,,,,,33.11,,,
733,2020-12-17 15:06:54,4.0,en,2020-12-17 15:04:29,2020-12-17 15:06:54,Poland,,No,No,No,Yes,No,,Female,Associate Professor,,University,,1-2,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,146.93,35.97,,,,,,23.01,,,74.63,,,,,,,,,13.32,,,
734,2020-12-17 15:14:02,4.0,en,2020-12-17 15:08:48,2020-12-17 15:14:02,Italy,,No,No,No,No,No,economics,Male,Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Agree,Agree,Neutral,,,,,,,,,,,,,,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,316.68,72.73,,,,,,26.81,,,204.16,,,,,,,,,12.98,,,
735,2020-12-17 15:13:33,4.0,en,2020-12-17 15:09:16,2020-12-17 15:13:33,Portugal,,Yes,No,No,No,No,,Male,Associate Professor,,Other,Polytechnic,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,,,,,,,,,,,,,,,,,,,258.54,76.62,,,,,,87.14,,,82.09,,,,,,,,,12.69,,,
736,2020-12-17 15:20:51,4.0,en,2020-12-17 15:13:42,2020-12-17 15:20:51,Brazil,,No,No,No,No,No,Economics of Innovation; Political Economy,Male,Professor,,University,,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Neutral,,,,,,,,,,,,,,,,,,,677.4,357.3,,,,,,167.39,,,120.45,,,,,,,,,32.26,,,
737,2020-12-17 15:24:40,4.0,en,2020-12-17 15:17:04,2020-12-17 15:24:39,Italy,,No,No,Yes,No,No,,Male,Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Neutral,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Disagree,Agree,Strongly disagree,Disagree,,,,,,,,,,457.67,40.2,,,,,,47.9,,,338.57,,,,,,,,,31.0,,,
738,2020-12-17 15:19:14,4.0,en,2020-12-17 15:17:05,2020-12-17 15:19:14,Italy,,No,Yes,No,No,No,,Male,Professor,,Non-university research institution,,21+,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,,,,,,,,,,,,,,,,,,,131.1,31.3,,,,,,11.89,,,76.51,,,,,,,,,11.4,,,
739,2020-12-17 15:30:37,4.0,en,2020-12-17 15:19:13,2020-12-17 15:30:37,Italy,,No,Yes,No,No,No,,Female,Assistant Professor,,University,,3-5,Some of these articles were also deposited as working paper*,Neutral,Neutral,Neutral,Strongly disagree,Agree,Agree,Agree,Neutral,Disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,Strongly disagree,Neutral,Strongly disagree,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Strongly disagree,,,,,,,,,,685.66,61.83,,,,,,61.2,,,431.45,,,,,,,,,131.18,,,
740,,,en,2020-12-17 15:22:28,2020-12-17 15:22:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
741,,,en,2020-12-17 15:23:50,2020-12-17 15:23:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
742,2020-12-17 15:33:28,4.0,en,2020-12-17 15:31:08,2020-12-17 15:33:28,United States of America,,No,Yes,Yes,No,No,,Male,Professor,,Non-university research institution,,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,,,,,,,,,,,,,,,,,,,141.39,24.76,,,,,,13.57,,,85.05,,,,,,,,,18.01,,,
743,2020-12-17 15:36:08,4.0,en,2020-12-17 15:32:54,2020-12-17 15:36:08,Russian Federation,,Yes,Yes,Yes,Yes,No,,Female,PhD student,,University,,3-5,Some of these articles were also deposited as working paper*,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Agree,,,,,,,,,,,,,,Neutral,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,,,,,,,,,,196.54,35.77,,,,,,20.23,,,113.59,,,,,,,,,26.95,,,
744,2020-12-17 15:40:40,4.0,en,2020-12-17 15:37:42,2020-12-17 15:40:40,Germany,,No,No,No,Yes,No,,Male,Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Strongly disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,179.63,52.68,,,,,,29.34,,,78.45,,,,,,,,,19.16,,,
745,,,en,2020-12-17 15:37:43,2020-12-17 15:37:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
746,,,en,2020-12-17 15:39:18,2020-12-17 15:39:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
